"playername","id","Ratings","games","games_won","Hard_Ratings","Hard_games","Hard_games_won","Grass_Ratings","Grass_games","Grass_games_won","Clay_Ratings","Clay_games","Clay_games_won","Carpet_Ratings","Carpet_games","Carpet_games_won","NotHard_Ratings","NotHard_games","NotHard_games_won","Bo3_Ratings","Bo3_games","Bo3_games_won","Bo5_Ratings","Bo5_games","Bo5_games_won"
"guzman j p",450,1434.44221737788,21,6,1485.73367003116,3,1,1486.71667462987,1,0,1451.05205173426,17,5,1500,0,0,1441.54725744148,18,5,1455.78732158616,18,6,1464.84383273181,3,0
"haas p",451,1494.87633358969,1,0,1500,0,0,1500,0,0,1493.88830827479,1,0,1500,0,0,1492.88298162225,1,0,1494.56013103379,1,0,1500,0,0
"haas t",452,1669.7758677183,661,423,1666.82845880901,417,271,1661.32899557905,66,43,1700.92618127918,148,91,1574.24365144103,30,18,1715.93603808691,244,152,1684.98212250655,524,334,1663.66563057862,137,89
"haase r",453,1587.21664877129,315,140,1498.16711273067,153,59,1502.47635181657,34,13,1569.79585825807,125,66,1514.43210168439,3,2,1591.86590454633,162,81,1592.19490546335,269,125,1468.43854765876,46,15
"hadad a",454,1500.91291458754,6,3,1503.87924203177,4,2,1500,0,0,1501.12298920912,2,1,1500,0,0,1500.18961984978,2,1,1500.21618077173,4,2,1499.28398244317,2,1
"hadad m",455,1498.20845600365,4,2,1500,0,0,1500,0,0,1499.34518111631,4,2,1500,0,0,1498.16197642203,4,2,1499.47760586005,4,2,1500,0,0
"haehnel j",456,1444.26125990853,26,8,1522.32000380994,10,6,1466.40950978924,3,0,1435.59800573111,10,1,1491.55873432424,3,1,1409.88542841068,16,2,1468.54869266316,20,7,1459.49815943555,6,1
"haider maurer a",457,1545.88652973839,101,39,1487.54391199833,36,12,1447.05995580423,13,4,1529.17977034385,52,23,1500,0,0,1506.75096262484,65,27,1532.22654524687,79,32,1466.13645716436,22,7
"hajek j",458,1431.45318092964,98,27,1348.34840148886,45,8,1464.4159008255,4,0,1505.42123532252,48,19,1488.57916233843,1,0,1498.28006208883,53,19,1435.18894317693,78,22,1442.68788049321,20,5
"hajji a",459,1467.86563820419,3,0,1466.16073825668,3,0,1500,0,0,1500,0,0,1500,0,0,1500,0,0,1467.66025860046,3,0,1500,0,0
"halys q",460,1491.99445041225,11,3,1494.38205911905,6,2,1500,0,0,1487.58751918197,5,1,1500,0,0,1487.12082064727,5,1,1466.78229542842,6,1,1508.98613971838,5,2
"hamou m",461,1480.99593042302,2,0,1500,0,0,1500,0,0,1475.40530470157,2,0,1500,0,0,1477.52023899704,2,0,1487.44738756146,1,0,1492.01648245803,1,0
"hanescu v",462,1565.92913146233,412,186,1462.63964145809,139,47,1463.19147999208,32,13,1618.67428317636,227,121,1467.33142555186,14,5,1591.07030844672,273,139,1562.25153316606,342,155,1501.30482597804,70,31
"hank t",463,1472.71199289656,3,0,1471.80306188616,3,0,1500,0,0,1500,0,0,1500,0,0,1500,0,0,1471.43604981718,3,0,1500,0,0
"hanley p",464,1487.73089607115,1,0,1485.81727880318,1,0,1500,0,0,1500,0,0,1500,0,0,1500,0,0,1488.05269797444,1,0,1500,0,0
"hantschk m",465,1409.83904707436,60,24,1432.61123915467,26,9,1475.03176437078,4,1,1475.3784244352,30,14,1500,0,0,1462.62484440498,34,15,1424.05415279805,55,23,1466.09240323868,5,1
"harboe p",466,1489.44576723673,1,0,1500,0,0,1500,0,0,1489.88289819676,1,0,1500,0,0,1489.93071966724,1,0,1489.25986167728,1,0,1500,0,0
"harper griffith l",467,1478.3453841067,2,0,1488.00431612765,1,0,1500,0,0,1487.5,1,0,1500,0,0,1487.5,1,0,1487.02758889245,1,0,1487.44071402391,1,0
"harrison c",468,1500.38614151435,3,1,1497.18933897626,3,1,1500,0,0,1500,0,0,1500,0,0,1500,0,0,1509.29506957281,2,1,1488.34014790485,1,0
"harrison r",469,1618.59506496815,174,72,1608.54497717904,131,56,1467.20942901503,27,11,1455.81717880667,16,5,1500,0,0,1459.59208585101,43,16,1592.33176719711,146,64,1473.87087902767,28,8
"harsanyi p",470,1475.41128996281,2,0,1473.58826250322,2,0,1500,0,0,1500,0,0,1500,0,0,1500,0,0,1475.00962184627,2,0,1500,0,0
"hartfield d",471,1486.45692923041,45,17,1464.70452028454,7,1,1473.1067149695,2,0,1510.59812984541,32,14,1502.39526261581,4,2,1501.46303614526,38,16,1493.98747854592,39,16,1475.52326209878,6,1
"healey n",472,1478.80454957058,18,6,1470.15438293832,15,5,1499.78292778308,2,1,1492.25362969688,1,0,1500,0,0,1493.93328361644,3,1,1457.80743510888,12,3,1504.15257304039,6,3
"hellstrom m",473,1487.67178071386,1,0,1500,0,0,1500,0,0,1486.39332541442,1,0,1500,0,0,1485.92075844251,1,0,1487.34650468495,1,0,1500,0,0
"hemery c",474,1498.24042995953,3,1,1500,0,0,1500,0,0,1499.76403367678,3,1,1500,0,0,1498.26543048257,3,1,1497.47073043339,3,1,1500,0,0
"hemmes f",475,1486.76623194094,4,1,1504.56815724513,2,1,1489.99694922962,1,0,1487.06032439041,1,0,1500,0,0,1478.79394346798,2,0,1484.47009845879,4,1,1500,0,0
"henman t",476,1612.19940991244,423,277,1632.43531941089,249,164,1647.73071301055,60,42,1596.25108841939,77,45,1611.82188327646,37,26,1625.17701191489,174,113,1614.60965649096,326,210,1624.96325658146,97,67
"henry r",477,1484.23751189223,1,0,1485.337222933,1,0,1500,0,0,1500,0,0,1500,0,0,1500,0,0,1500,0,0,1486.88911541988,1,0
"herbert p h",478,1561.63525860062,51,20,1521.55913179013,37,15,1515.43658651744,9,4,1485.87125144722,5,1,1500,0,0,1518.53668609568,14,5,1538.17692863539,38,15,1490.69434177956,13,5
"herm zahlava j",479,1473.06144293357,2,0,1500,0,0,1500,0,0,1473.63697505522,2,0,1500,0,0,1473.44448999822,2,0,1473.66183197938,2,0,1500,0,0
"hernandez a",480,1456.34413083231,6,1,1500,0,0,1500,0,0,1462.06381787956,6,1,1500,0,0,1458.54310016015,6,1,1458.34790528765,6,1,1500,0,0
"hernandez o",481,1424.52019489643,190,65,1341.4185010813,34,4,1419.72503554914,10,1,1496.99766356735,143,59,1487.13967024683,3,1,1472.54073196623,156,61,1458.4011845263,160,59,1367.89712856462,30,6
"hernych j",482,1588.38289762142,193,80,1509.34710713166,98,41,1527.03004212057,40,19,1456.76619947974,40,13,1504.80612725754,15,7,1544.61257788117,95,39,1569.88281093845,163,70,1471.12594423643,30,10
"heuberger i",483,1421.45287253453,79,25,1425.40817279393,47,16,1465.21278679611,8,2,1426.62393687685,12,2,1480.44894370798,12,5,1423.77431879196,32,9,1418.825008832,66,22,1446.67887933892,13,3
"hewitt l",484,1600.03569170525,722,511,1617.91120627158,458,321,1689.01827675618,133,103,1610.15368299378,118,78,1569.78505299699,13,9,1638.90615695198,264,190,1622.30105898562,516,367,1637.99887423076,206,144
"hill m",485,1487.94433938657,3,1,1500.06196425891,2,1,1487.94952970932,1,0,1500,0,0,1500,0,0,1487.93337675196,1,0,1487.89934909509,1,0,1500,2,1
"hilton m",486,1478.76122813655,5,1,1500,0,0,1465.08228024381,5,1,1500,0,0,1500,0,0,1473.11309149,5,1,1489.96785735192,1,0,1484.85646016249,4,1
"hipfl m",487,1428.31491318567,90,36,1434.8557998572,17,4,1454.04130839282,6,1,1466.69035196533,67,31,1500,0,0,1438.14465025839,73,32,1446.85384637253,78,34,1420.60024767707,12,2
"hippensteel k",488,1484.20152797275,4,1,1475.76271007315,4,1,1500,0,0,1500,0,0,1500,0,0,1500,0,0,1490.97199268672,3,1,1486.36877043224,1,0
"hirigoyen i",489,1480.14043088604,4,1,1488.65424741998,1,0,1500,0,0,1485.63676786699,3,1,1500,0,0,1485.54328324758,3,1,1478.01618420087,4,1,1500,0,0
"hocevar r",490,1449.13015349483,5,0,1494.09399579461,1,0,1500,0,0,1456.77585753866,4,0,1500,0,0,1454.55762699108,4,0,1453.56924931145,4,0,1495.94599313676,1,0
"hood m",491,1487.31042255386,5,2,1500,0,0,1500,0,0,1488.82661910907,5,2,1500,0,0,1487.18245743449,5,2,1487.56996255325,5,2,1500,0,0
"hormazabal g",492,1463.47703129326,3,0,1500,0,0,1500,0,0,1467.23034895001,3,0,1500,0,0,1466.31218041327,3,0,1464.90312700683,3,0,1500,0,0
"horna l",493,1508.92340508085,249,113,1454.95531292682,81,32,1432.7834489306,6,0,1572.64023780452,159,81,1463.34826493742,3,0,1541.02464625213,168,81,1543.40970285472,215,104,1388.21426108983,34,9
"hossam k",494,1497.30564933571,1,0,1497.04904969203,1,0,1500,0,0,1500,0,0,1500,0,0,1500,0,0,1496.56980024984,1,0,1500,0,0
"hrbaty d",495,1497.63291690507,453,234,1521.18429212521,263,143,1443.35814537367,20,6,1497.9216012132,124,60,1545.48415618742,46,25,1489.18369179668,190,91,1519.37516354084,372,191,1515.09891089403,81,43
"huet s",496,1395.61646482827,27,6,1428.77781289774,9,1,1490.93661414021,5,2,1460.75481283887,10,3,1463.83133671542,3,0,1437.34864700865,18,5,1397.20929905199,20,4,1469.67951208301,7,2
"hui j",497,1494.9255833273,1,0,1494.58348798335,1,0,1500,0,0,1500,0,0,1500,0,0,1500,0,0,1493.25634043111,1,0,1500,0,0
"humphries s",498,1457.55377365069,4,0,1466.78068029028,3,0,1500,0,0,1488.88517875201,1,0,1500,0,0,1488.88517875201,1,0,1456.07062128465,4,0,1500,0,0
"huta galung j",499,1405.42238744534,30,5,1414.79797099581,17,2,1468.68131199722,8,2,1472.44470274831,5,1,1500,0,0,1458.41719279227,13,3,1429.14259430122,25,5,1440.8533533896,5,0
"hutchins r",500,1487.92447600427,1,0,1487.14733571845,1,0,1500,0,0,1500,0,0,1500,0,0,1500,0,0,1488.51011668184,1,0,1500,0,0
"ianni s",501,1505.30471481406,2,1,1500,0,0,1500,0,0,1502.69961804671,2,1,1500,0,0,1504.29165859612,2,1,1502.36268768577,2,1,1500,0,0
"idmbarek y",502,1480.66916116394,2,0,1500,0,0,1500,0,0,1478.30044660377,2,0,1500,0,0,1479.64959182886,2,0,1479.47582905335,2,0,1500,0,0
"ignatik u",503,1490.31084557458,1,0,1489.78580734217,1,0,1500,0,0,1500,0,0,1500,0,0,1500,0,0,1489.53549417191,1,0,1500,0,0
"ilhan m",504,1438.52485804174,70,19,1428.43548191818,41,11,1475.8162334421,9,3,1442.76344957027,20,5,1500,0,0,1444.38421757962,29,8,1406.96794180893,51,12,1492.05342341449,19,7
"ilie a",505,1392.71076553884,104,41,1400.4532857974,56,18,1435.56371074905,6,0,1513.1026073063,39,22,1487.05047029068,3,1,1458.01241004965,48,23,1413.97474478656,86,34,1460.79141702548,18,7
"ilkel c",506,1465.02496570973,4,0,1477.13436046153,2,0,1500,0,0,1481.93539961284,2,0,1500,0,0,1481.23980072485,2,0,1462.60450648344,4,0,1500,0,0
"im k t",507,1486.75802874768,1,0,1487.02428026995,1,0,1500,0,0,1500,0,0,1500,0,0,1500,0,0,1486.68220259045,1,0,1500,0,0
"inglot d",508,1484.90366295473,2,0,1477.49782179152,2,0,1500,0,0,1500,0,0,1500,0,0,1500,0,0,1485.17529012737,2,0,1500,0,0
"ionita v",509,1467.58914429782,3,0,1500,0,0,1500,0,0,1466.15881193261,3,0,1500,0,0,1464.97333505131,3,0,1464.29754272984,3,0,1500,0,0
"ishii y",510,1451.67875726295,4,0,1450.1681471853,4,0,1500,0,0,1500,0,0,1500,0,0,1500,0,0,1450.92093593032,4,0,1500,0,0
"isner j",511,1823.75398462183,490,306,1814.75493315092,355,230,1618.97863341075,46,28,1637.78797116428,89,48,1500,0,0,1665.1529204099,135,76,1798.36172428422,401,251,1705.91349457256,89,55
"istomin d",512,1557.13516241263,357,162,1509.52478154045,218,98,1586.89248848331,56,32,1522.72660202811,80,31,1487.18322526489,3,1,1592.26476314904,139,64,1527.4613194087,294,132,1562.58129838164,63,30
"ito t",513,1519.15208148274,76,27,1463.78584630499,49,16,1497.19320835475,18,8,1481.84818606043,9,3,1500,0,0,1498.88747125426,27,11,1519.59166725464,62,24,1434.63672744598,14,3
"ito y",514,1487.28016443549,1,0,1487.37634222817,1,0,1500,0,0,1500,0,0,1500,0,0,1500,0,0,1487.57636479246,1,0,1500,0,0
"ittogi t",515,1488.06664971285,1,0,1487.81782492635,1,0,1500,0,0,1500,0,0,1500,0,0,1500,0,0,1488.02450848548,1,0,1500,0,0
"ivanisevic g",516,1487.85299304957,108,46,1488.16910972989,72,32,1571.82888965054,19,12,1398.60781527694,10,0,1465.68647178851,7,2,1486.04765484178,36,14,1420.78365840399,88,33,1581.52811739745,20,13
"ivanov smolensky k",517,1472.35148865052,2,0,1487.74432044863,1,0,1487.09484338784,1,0,1500,0,0,1500,0,0,1486.76124973996,1,0,1473.68605427739,2,0,1500,0,0
"ivashka i",518,1494.26305054685,1,0,1490.18016373245,1,0,1500,0,0,1500,0,0,1500,0,0,1500,0,0,1500,0,0,1487.01039441558,1,0
"iwabuchi s",519,1435.24024624934,13,3,1434.60784755383,13,3,1500,0,0,1500,0,0,1500,0,0,1500,0,0,1433.49469949985,13,3,1500,0,0
"iwami t",520,1469.7543885752,4,1,1470.32554622717,4,1,1500,0,0,1500,0,0,1500,0,0,1500,0,0,1470.01961716036,4,1,1500,0,0
"janowicz j",521,1623.28835119264,152,74,1613.62404001521,96,49,1558.04482636026,20,12,1506.85613912466,36,13,1500,0,0,1561.39075530604,56,25,1627.47422823712,115,53,1581.16242117595,37,21
"jarry n",522,1479.58440352916,5,1,1477.08106576553,2,0,1500,0,0,1498.7965965446,3,1,1500,0,0,1498.21445922381,3,1,1477.65273344527,5,1,1500,0,0
"jasika o",523,1498.1883095659,3,1,1495.83651750399,3,1,1500,0,0,1500,0,0,1500,0,0,1500,0,0,1484.94159898613,1,0,1508.30602608273,2,1
"jaziri m",524,1577.95550792994,105,41,1530.39537287772,69,27,1461.80393535059,18,6,1515.03047705822,18,8,1500,0,0,1498.07379633066,36,14,1579.46222737259,86,35,1457.11026189232,19,6
"jeanpierre j",525,1523.04655565513,5,3,1506.07091921604,2,1,1500,0,0,1509.82428212683,3,2,1500,0,0,1510.58402528279,3,2,1504.96072620064,2,1,1508.16292134057,3,2
"jelenic p",526,1499.80325159147,2,1,1499.14708037148,2,1,1500,0,0,1500,0,0,1500,0,0,1500,0,0,1499.57797787821,2,1,1500,0,0
"jenkins s",527,1451.78641885864,20,5,1444.23470007184,13,2,1500.51858243787,2,1,1488.11571086904,5,2,1500,0,0,1486.72208079084,7,3,1468.5015707082,13,4,1466.22047225792,7,1
"jensen l",528,1487.193203992,1,0,1487.193203992,1,0,1500,0,0,1500,0,0,1500,0,0,1500,0,0,1487.54666650777,1,0,1500,0,0
"jeong s y",529,1492.77294719351,1,0,1492.68153446319,1,0,1500,0,0,1500,0,0,1500,0,0,1500,0,0,1491.1987336665,1,0,1500,0,0
"jiang s",530,1486.78737128407,1,0,1489.02949817689,1,0,1500,0,0,1500,0,0,1500,0,0,1500,0,0,1487.44893267403,1,0,1500,0,0
"johansson j",531,1672.41877495037,119,67,1683.15948761089,88,55,1517.72107305863,12,6,1418.31050141927,13,2,1524.86549831542,6,4,1475.93069669621,31,12,1651.27196801846,95,52,1592.0590138489,24,15
"johansson t",532,1588.78982166272,374,203,1589.36969373195,229,127,1568.05073381503,55,34,1467.52812978528,54,20,1574.62273667669,36,22,1526.93603931034,145,76,1596.02729510614,300,158,1563.9118782505,74,45
"johnson s",533,1708.65239526106,181,89,1656.87165023632,126,63,1601.07738202322,31,18,1483.61571164288,24,8,1500,0,0,1614.40379568867,55,26,1681.40115071141,149,75,1543.65311124949,32,14
"jones a",534,1457.45690379239,11,2,1444.38878551357,11,2,1500,0,0,1500,0,0,1500,0,0,1500,0,0,1469.59638654965,5,1,1471.10636722223,6,1
"jones g",535,1470.1584976983,7,1,1473.05146975804,6,1,1490.14620612497,1,0,1500,0,0,1500,0,0,1489.15294331757,1,0,1474.06866867152,6,1,1491.07902239499,1,0
"jones g d",536,1480.53180803671,2,0,1473.82660003766,2,0,1500,0,0,1500,0,0,1500,0,0,1500,0,0,1481.29045676642,2,0,1500,0,0
"jonsson f",537,1384.42443768212,22,5,1446.68114081783,13,4,1475.09264410069,2,0,1445.73501961563,7,1,1500,0,0,1420.52713102662,9,1,1405.46540774442,18,4,1473.7028709405,4,1
"jouan r",538,1494.69189984109,5,1,1493.78818562113,4,1,1500,0,0,1493.32783671192,1,0,1500,0,0,1495.75083334487,1,0,1497.0859464745,3,1,1491.6666439802,2,0
"joyce m",539,1501.19862553152,6,2,1501.17191862651,6,2,1500,0,0,1500,0,0,1500,0,0,1500,0,0,1501.5728029707,6,2,1500,0,0
"jun w",540,1449.83726612103,8,1,1470.94359420537,6,1,1486.59341598939,1,0,1486.83110048972,1,0,1500,0,0,1472.49111615534,2,0,1452.81559574892,8,1,1500,0,0
"junaid r",541,1481.72881412703,2,0,1493.56269447782,1,0,1487.403315584,1,0,1500,0,0,1500,0,0,1487.63705338943,1,0,1481.5900720817,2,0,1500,0,0
"junqueira d",542,1420.45845548213,43,11,1483.15086195132,8,2,1490.39294987533,1,0,1418.58639419552,34,9,1500,0,0,1411.01148534922,35,9,1401.25742074666,35,8,1499.7390790495,8,3
"kafelnikov y",543,1609.03272138747,290,186,1612.44893086109,172,111,1581.7403730515,23,16,1595.62091433182,58,31,1620.29633432065,37,28,1621.59636966679,118,75,1609.81909777991,235,149,1593.27289404741,55,37
"kamke t",544,1527.82923361433,158,60,1500.06660828574,94,35,1489.42346977042,21,9,1505.936380805,43,16,1500,0,0,1516.71956740791,64,25,1539.69200909192,126,50,1439.70097353836,32,10
"karanusic r",545,1405.12199481485,49,11,1385.82992413062,23,4,1484.61883006097,10,4,1450.91174605007,9,1,1477.47534683394,7,2,1450.5085203219,26,7,1398.68682339921,33,7,1444.33627853773,16,4
"karatsev a",546,1462.71015699609,7,1,1457.1048416499,7,1,1500,0,0,1500,0,0,1500,0,0,1500,0,0,1459.64720175747,7,1,1500,0,0
"karbacher b",547,1476.8182945488,2,0,1487.5,1,0,1500,0,0,1490.01983832257,1,0,1500,0,0,1489.30744084328,1,0,1488.42148939367,1,0,1487.5,1,0
"karlovic i",548,1778.66307518919,594,318,1717.65109097644,356,187,1698.7598311274,100,66,1574.59195570383,114,54,1498.36980635125,24,11,1687.21053682476,238,131,1748.12484132565,501,274,1580.19665499536,93,44
"kauffmann c",549,1480.12320556396,2,0,1485.73093559435,1,0,1500,0,0,1486.1172089143,1,0,1500,0,0,1490.25673299876,1,0,1500,0,0,1480.1519071608,2,0
"kavcic b",550,1490.92728810289,106,37,1514.94652601269,46,18,1411.50869740635,11,1,1476.14445707746,48,18,1487.03267614703,1,0,1440.94452271573,60,19,1449.21341358932,76,25,1511.29216296253,30,12
"kempes e",551,1430.69015522164,24,9,1465.51539649215,13,5,1463.8142032083,3,0,1493.96679168277,8,4,1500,0,0,1457.798638345,11,4,1465.33938761818,21,9,1463.57844057293,3,0
"kendrick r",552,1437.24681231342,112,35,1470.86252650938,82,29,1423.05907323652,18,4,1433.14260205356,12,2,1500,0,0,1389.08996816672,30,6,1437.22784048643,91,31,1427.6343487924,21,4
"kennedy a",553,1469.5638100655,3,0,1480.8487410509,2,0,1486.20702040592,1,0,1500,0,0,1500,0,0,1486.36889909228,1,0,1468.62711126957,3,0,1500,0,0
"kern r",554,1470.40274088397,3,0,1500,0,0,1500,0,0,1470.91448114795,3,0,1500,0,0,1470.82181575433,3,0,1468.42729499646,3,0,1500,0,0
"ketola t",555,1451.76324002452,19,6,1468.44014948876,12,4,1475.37800025815,4,1,1500,0,0,1491.60737955047,3,1,1472.58917820037,7,2,1462.3437704801,15,5,1479.33747087668,4,1
"khachanov k",556,1615.13116823213,29,16,1570.10331229026,20,11,1500,0,0,1518.3571933703,9,5,1500,0,0,1519.14770316987,9,5,1599.23683168686,27,15,1507.72420396255,2,1
"khaddari h",557,1489.09715786514,1,0,1500,0,0,1500,0,0,1491.15171229036,1,0,1500,0,0,1490.8501692422,1,0,1488.59963437495,1,0,1500,0,0
"khalfan s",558,1463.59970701096,3,0,1460.19688146272,3,0,1500,0,0,1500,0,0,1500,0,0,1500,0,0,1463.39595005096,3,0,1500,0,0
"kicker n",559,1497.88353657114,3,1,1500,0,0,1500,0,0,1492.71724564596,3,1,1500,0,0,1492.52954492003,3,1,1497.36549148384,3,1,1500,0,0
"kiefer n",560,1657.3576136022,395,223,1696.28702620673,239,141,1562.86210199576,53,30,1587.41518632939,74,35,1554.41435783618,29,17,1622.91799508428,156,82,1651.21860185572,321,181,1613.37546774511,74,42
"kilderry p",561,1465.50196613381,3,0,1476.43059672736,2,0,1487.53285919994,1,0,1500,0,0,1500,0,0,1486.43182867723,1,0,1477.88807087411,2,0,1487.03431883644,1,0
"kim a",562,1408.8759780318,32,8,1423.87736824306,25,7,1488.27064638523,3,1,1455.84596489728,4,0,1500,0,0,1452.35965554684,7,1,1423.49920946255,24,6,1465.49944128046,8,2
"kim k",563,1424.87083198407,138,44,1428.37821881575,101,36,1417.0280380841,18,4,1445.40146890866,15,3,1478.44995506542,4,1,1392.80147939441,37,8,1415.51642267025,116,38,1425.2729284837,22,6
"kimmich m",564,1479.63030094012,3,0,1474.32092874473,3,0,1500,0,0,1500,0,0,1500,0,0,1500,0,0,1491.00188093484,1,0,1478.36443067045,2,0
"kindlmann d",565,1444.78006642572,12,1,1478.74013173661,5,0,1500,0,0,1448.48299198607,7,1,1500,0,0,1451.57002856658,7,1,1455.53200718111,5,0,1468.83411175302,7,1
"king d",566,1487.52515246607,1,0,1487.01082911494,1,0,1500,0,0,1500,0,0,1500,0,0,1500,0,0,1487.33475176839,1,0,1500,0,0
"king e",567,1488.66064843611,1,0,1486.18552397159,1,0,1500,0,0,1500,0,0,1500,0,0,1500,0,0,1488.60085024505,1,0,1500,0,0
"king k",568,1481.47832057114,2,0,1488.72185483473,1,0,1500,0,0,1490.13817159359,1,0,1500,0,0,1489.37047588035,1,0,1480.68307280204,2,0,1500,0,0
"king p",569,1429.47126848108,9,1,1425.89622577296,9,1,1500,0,0,1500,0,0,1500,0,0,1500,0,0,1436.23642444119,8,1,1487.55843562853,1,0
"king turner d",570,1445.162075715,6,0,1436.22240116582,6,0,1500,0,0,1500,0,0,1500,0,0,1500,0,0,1441.97887669706,6,0,1500,0,0
"kirillov e",571,1484.09510424977,2,0,1500,0,0,1486.25577569823,1,0,1500,0,0,1489.02339643152,1,0,1479.64542023899,2,0,1482.90923667872,2,0,1500,0,0
"klaasen r",572,1502.4188476755,8,4,1488.0198240018,5,2,1513.56892352127,3,2,1500,0,0,1500,0,0,1513.12095518849,3,2,1504.093921347,8,4,1500,0,0
"klahn b",573,1437.60292373564,22,4,1457.81909661479,17,4,1472.38322341527,3,0,1475.44952970932,2,0,1500,0,0,1448.84152635463,5,0,1447.07310914953,13,2,1458.6790342386,9,2
"klec i",574,1469.54342016447,8,2,1474.87663631915,5,1,1500,0,0,1490.95227570686,3,1,1500,0,0,1491.77618758944,3,1,1468.20180899382,8,2,1500,0,0
"klein b",575,1476.15675785371,9,2,1490.67916784147,4,1,1474.53396382892,5,1,1500,0,0,1500,0,0,1475.96532320162,5,1,1487.59193764531,4,1,1469.28694637534,5,1
"klein t",576,1488.83930574481,1,0,1500,0,0,1487.68997910794,1,0,1500,0,0,1500,0,0,1488.24005996046,1,0,1488.83409785027,1,0,1500,0,0
"klizan m",577,1616.97435824681,189,91,1561.35039895911,98,43,1464.37210211259,13,4,1642.35037443803,78,44,1500,0,0,1618.48090659195,91,48,1641.49524455926,155,77,1495.38091957567,34,14
"kloer s",578,1494.43072400955,1,0,1500,0,0,1500,0,0,1492.38412908405,1,0,1500,0,0,1493.97097122249,1,0,1493.76510611535,1,0,1500,0,0
"knippschild j",579,1430.09437552714,42,14,1428.53736482077,10,1,1518.38278796059,10,6,1447.984140916,22,7,1500,0,0,1457.08819255039,32,13,1422.16942501806,33,11,1477.23804556355,9,3
"knittel b",580,1490.00856454326,5,1,1500,0,0,1486.18160909792,1,0,1489.43463743728,4,1,1500,0,0,1485.87793948569,5,1,1495.60369451844,4,1,1487.8219371101,1,0
"knowle j",581,1397.4295537118,39,9,1422.67751872208,16,3,1462.57350995502,12,4,1429.20962908329,11,2,1500,0,0,1419.87152058506,23,6,1393.59150719361,30,6,1472.17167498392,9,3
"knowles m",582,1473.66691066384,2,0,1473.9774004463,2,0,1500,0,0,1500,0,0,1500,0,0,1500,0,0,1473.7730632567,2,0,1500,0,0
"koderisch c",583,1492.57071380027,1,0,1500,0,0,1487.43671580258,1,0,1500,0,0,1500,0,0,1491.33252090024,1,0,1491.53274995838,1,0,1500,0,0
